Chromosome	Start
7A	38449380
7A	38586840
7A	38595461
7A	38645061
7A	38687061
7A	38715731
7A	38718102
7A	38727354
7A	38771872
7A	38879371
7A	38923765
7A	38926314
7A	38931581
7A	39019698
7A	39022952
7A	39048852
7A	39052241
7A	39178047
7A	39182699
7A	39275896
7A	39357703
7A	39367566
7A	39380071
7A	39384103
7A	39389194
7A	39920100
7A	39923029
7A	39933087
7A	39936068
7A	39938690
7A	39942226
7A	39946367
7A	39966091
7A	39996670
7A	40022479
7A	40183003
7A	40194566
7A	40217049
7A	40329246
7A	40351291
7A	40356332
7A	40361256
7A	40510154
7A	40533230
7A	40557793
7A	40582172
7A	40605571
7A	40621284
7A	40649305
7A	40670497
7A	40707836
7A	40726094
7A	40737315
7A	40746078
7A	40797162
7A	40803128
7A	40818339
7A	40926482
7A	40957241
7A	40978322
7A	41015177
7A	41033972
7A	41045197
7A	41053749
7A	41105048
7A	41111028
7A	41126205
7A	41259163
7A	41264730
7A	41269374
7A	41284399
7A	41299356
7A	41303760
7A	41315871
7A	41325644
7A	41341381
7A	41344112
7A	41352942
7A	41361607
7A	41364658
7A	41392291
7A	41394354
7A	41415616
7A	41450824
7A	41468193
7A	41496033
7A	41543620
7A	41590430
7A	41594641
7A	41602227
7A	41608397
7A	41622349
7A	41646443
7A	41668109
7A	41676513
7A	41697501
7A	41739840
7A	41792634
7A	41906381
7A	41986406
7A	41996213
7A	41998256
7A	42442778
7A	42455356
7A	42458402
7A	42503050
7A	42562955
7A	42580489
7A	42584925
7A	42622182
7A	42623647
7A	42639037
7A	42713511
7A	42803498
7A	43195236
7A	43253683
7A	43423848
7A	43434039
7A	43450669
7A	43452430
7A	43455322
7A	43983932
7A	43998961
7A	44004557
7A	44014709
7A	44087256
7A	44095956
7A	44142750
7A	44174169
7A	44196012
7A	44274266
7A	44330411
7A	46012036
7A	46034684
7A	46036491
7A	46079203
7A	46081260
7A	46101426
7A	46112545
7A	46125397
7A	46183126
7A	46192996
7A	46194416
7A	46204035
7A	46220210
7A	46229234
7A	46231138
7A	46310486
7A	50344558
7A	52977829
7A	53026494
7A	53045767
7A	53047481
7A	53118815
7A	53235066
7A	53283407
7A	53340552
7A	53360629
7A	53411327
7A	53432047
7A	53482783
7A	53505316
7A	53508232
7A	53524710
7A	53531621
7A	53791636
7A	53824139
7A	53851516
7A	54071226
7A	54117719
7A	54176805
7A	56705451
7A	58871659
7A	58891434
7A	58967267
7A	58990759
7A	58994511
7A	59013554
7A	59068991
7A	59179708
7A	59194803
7A	59219699
7A	59248143
7A	59251122
7A	59256148
7A	59271235
7A	59286494
7A	59315340
7A	59336279
7A	59340844
7A	60574035
7A	60581078
7A	60587496
7A	60641099
7A	60643408
7A	60656018
7A	60700080
7A	60704989
7A	60726885
7A	60728458
7A	60733397
7A	64423521
7A	80759434
7A	80761564
7A	80781246
7A	80787309
7A	80818003
7A	81236471
7A	81248792
7A	81274274
7A	81344043
7A	81387551
7A	81390534
7A	81393633
7A	81408771
7A	81415964
7A	81422212
7A	81423453
7A	81497462
7A	81509131
7A	81510871
7A	81549678
7A	81633233
7A	81776111
7A	81909755
7A	82019306
7A	82228117
7A	82233316
7A	82236868
7A	82238933
7A	82240889
7A	82243748
7A	82246226
7A	82478711
7A	85888683
7A	85901867
7A	90463841
7A	90465957
7A	90473735
7A	90484837
7A	92255062
7A	92307227
7A	92319200
7A	92323489
7A	92334298
7A	92432415
7A	92521852
7A	92525369
7A	112388666
7A	112390811
7A	112392334
7A	114848335
7A	114850051
7A	116136356
7A	116141528
7A	116162975
7A	116248424
7A	116363337
7A	116449874
7A	116493997
7A	116634025
7A	116721796
7A	116758418
7A	116759539
7A	117415545
7A	117516254
7A	117574515
7A	117600940
7A	117818003
7A	117912070
7A	117914085
7A	117938443
7A	117992075
7A	118027439
7A	118047327
7A	118067512
7A	118156797
7A	118215761
7A	118216830
7A	118257542
7A	118259891
7A	118526375
7A	118529951
7A	118550033
7A	118553836
7A	118736009
7A	118787312
7A	118792268
7A	118837361
7A	118845356
7A	118853087
7A	118856322
7A	118976909
7A	118990503
7A	118992457
7A	119078683
7A	119083111
7A	119093659
7A	119096516
7A	119099534
7A	119107052
7A	119136213
7A	119141221
7A	119223771
7A	119383538
7A	119682346
7A	119848919
7A	119871758
7A	120005215
7A	120008075
7A	120612265
7A	121246074
7A	121495210
7A	121498690
7A	121499969
7A	121520802
7A	121536585
7A	121543681
7A	121545248
7A	121556378
7A	121665497
7A	121674581
7A	121680913
7A	121682013
7A	121693399
7A	121794236
7A	121815485
7A	121838844
7A	121930195
7A	121950900
7A	121951576
7A	122022240
7A	122122186
7A	122123452
7A	122311749
7A	122901624
7A	123094335
7A	123096132
7A	123243238
7A	123254035
7A	123256762
7A	123278335
7A	123312800
7A	123321020
7A	123334992
7A	123345229
7A	123483788
7A	124103581
7A	124105885
7A	124138508
7A	124172585
7A	124174343
7A	124202521
7A	124227859
7A	124238536
7A	124477916
7A	124625451
7A	124630515
7A	124633881
7A	124654032
7A	145093512
7A	145104815
7A	145119124
7A	145369002
7A	145450806
7A	145452369
7A	181876965
7A	181962367
7A	182001082
7A	185336190
7A	185351322
7A	185386882
7A	185388173
7A	185391181
7A	185436752
7A	185439594
7A	185583807
7A	185720097
7A	185726600
7A	197834612
7A	197987610
7A	198058678
7A	211886376
7A	211925852
7A	212020022
7A	212070525
7A	212450210
7A	212452235
7A	212554417
7A	212556235
7A	212558740
7A	237427890
7A	237429439
7A	358694022
7A	473989559
7A	473994044
7A	518063666
7A	518073806
7A	518252687
7A	518254512
7A	526839660
7A	593730931
7A	593733763
7A	593768055
7A	593819525
7A	593821793
7A	593828099
7A	593831271
7A	593849775
7A	593909490
7A	594010046
7A	594013778
7A	595025078
7A	595032059
7A	595045267
7A	595931930
7A	606787061
7A	606793496
7A	607177614
7A	607182250
7A	607189186
7A	607294650
7A	607368754
7A	607373198
7A	607380287
7A	607398275
7A	627318254
7A	628072283
7A	628129469
7A	628132289
7A	628166478
7A	628360689
7A	628447130
7A	628450358
7A	628579057
7A	628637380
7A	628795041
7A	628816867
7A	635606673
7A	635625201
7A	635627400
7A	635634649
7A	635640970
7A	635643105
7A	635665699
7A	635716232
7A	635726107
7A	635748992
7A	637243533
7A	651237699
7A	651258666
7A	651311713
7A	651419606
7A	651438355
7A	653593423
7A	653595448
7A	653624547
7A	653661589
7A	653698622
7A	654283348
7A	655263140
7A	655299869
7A	655382696
7A	655401402
7A	655419614
7A	655459213
7A	655501491
7A	655506784
7A	655519749
7A	655653047
7A	655668450
7A	655745355
7A	656390964
7A	656393563
7A	656398318
7A	656399831
7A	656414559
7A	656438808
7A	656451029
7A	656830136
7A	656834157
7A	656836845
7A	656859997
7A	656869277
7A	656943146
7A	657007890
7A	657019416
7A	657051788
7A	657070991
7A	657074207
7A	657094242
7A	657096792
7A	657157753
7A	657186087
7A	657193785
7A	657196114
7A	657213849
7A	657221551
7A	657427225
7A	657479185
7A	657490498
7A	657580236
7A	657591651
7A	657594021
7A	658141069
7A	658153230
7A	658197359
7A	658210427
7A	658212380
7A	658216790
7A	658222464
7A	658244381
7A	658792734
7A	658833178
7A	658842836
7A	658964917
7A	658983718
7A	659019126
7A	659030468
7A	659058108
7A	659061413
7A	659130384
7A	659368297
7A	659407248
7A	659409891
7A	659644602
7A	659663538
7A	659668607
7A	659698643
7A	659735272
7A	660060307
7A	660061220
7A	660074487
7A	660076742
7A	660089942
7A	660097616
7A	660100915
7A	660250898
7A	660302059
7A	660307220
7A	660320027
7A	660325306
7A	660352763
7A	660639298
7A	660688191
7A	660700474
7A	660766927
7A	660802111
7A	660824053
7A	660827767
7A	660866867
7A	660878547
7A	661033791
7A	661166686
7A	661172252
7A	661311333
7A	661483966
7A	661529954
7A	661761831
7A	661763135
7A	661926117
7A	661927604
7A	661931938
7A	661950507
7A	661971567
7A	661974778
7A	661978388
7A	661982279
7A	661984129
7A	662017784
7A	662052132
7A	662055545
7A	662057383
7A	662059189
7A	662066890
7A	662250786
7A	662812528
7A	662814340
7A	662819748
7A	662827102
7A	673591194
7A	673646390
7A	673648640
7A	673659606
7A	673664775
7A	673694375
7A	673711027
7A	673751152
7A	673754507
7A	673770208
7A	701909266
7A	701913139
7A	701916347
7A	701930217
7A	701951886
7A	702535358
7A	702554146
7A	702777469
7A	702790920
7A	702807666
7A	702819554
7A	702841901
7A	702843644
7A	703020354
7A	703022957
7A	703070674
7A	703076136
7A	703080301
7A	703126834
7A	703130701
7A	703139914
7A	703191176
7A	703194256
7A	703197961
7A	703276991
7B	8367671
7B	8369904
7B	8430999
7B	8433164
7B	10212493
7B	10845547
7B	10905287
7B	10967627
7B	11050120
7B	11085531
7B	11174662
7B	11185693
7B	11215716
7B	11222350
7B	11413734
7B	11417688
7B	11430146
7B	11465763
7B	11493758
7B	11523881
7B	11529671
7B	11531466
7B	11553529
7B	11559829
7B	11583745
7B	11588425
7B	11722811
7B	11725415
7B	11727422
7B	11741386
7B	11742482
7B	11745689
7B	11748481
7B	11764450
7B	11769346
7B	11775381
7B	11787627
7B	11798055
7B	11803246
7B	11804540
7B	11820659
7B	11844704
7B	11876956
7B	22811358
7B	22865782
7B	22917864
7B	30869277
7B	30927130
7B	30962832
7B	35358838
7B	35472874
7B	35476064
7B	35960846
7B	35963304
7B	35978027
7B	36049882
7B	36052029
7B	36121221
7B	36156070
7B	36216460
7B	58430297
7B	60448827
7B	60449938
7B	60541000
7B	63301952
7B	64225227
7B	64252688
7B	64254967
7B	64259000
7B	64295855
7B	64382918
7B	64448250
7B	64450232
7B	64452631
7B	64460083
7B	64477189
7B	64513728
7B	64582183
7B	64584601
7B	64591282
7B	65076349
7B	65078276
7B	65087287
7B	65095553
7B	65096656
7B	65371011
7B	65435126
7B	65438118
7B	65465706
7B	65554336
7B	65569921
7B	65602070
7B	65607944
7B	65645544
7B	65845600
7B	65847625
7B	65878708
7B	65880241
7B	65882072
7B	65888641
7B	65893301
7B	66033440
7B	66034310
7B	66100580
7B	66154592
7B	66162212
7B	66210339
7B	66217727
7B	66274019
7B	66327593
7B	66363617
7B	66487772
7B	66513434
7B	66696278
7B	66698159
7B	66720835
7B	66741659
7B	66759114
7B	66850824
7B	66860134
7B	66864954
7B	67205525
7B	67209629
7B	67281620
7B	67329160
7B	67330388
7B	67580879
7B	67618060
7B	67727845
7B	67773225
7B	67786996
7B	67814320
7B	67879461
7B	67885954
7B	67944086
7B	67955688
7B	67957313
7B	68023250
7B	68034610
7B	68060345
7B	68394274
7B	68397706
7B	68464343
7B	70076756
7B	70177555
7B	70181183
7B	70185825
7B	70190378
7B	70192849
7B	70296730
7B	70303388
7B	70572162
7B	70573369
7B	70599342
7B	70600528
7B	70627793
7B	70629093
7B	70655022
7B	70656307
7B	70709103
7B	70781780
7B	70837901
7B	70844525
7B	71071058
7B	71099471
7B	71238053
7B	71270701
7B	71296990
7B	71382014
7B	73508424
7B	73514037
7B	73516300
7B	73518400
7B	73523552
7B	73551950
7B	73652644
7B	73667519
7B	73772130
7B	73828338
7B	73832064
7B	73851491
7B	74543774
7B	74785136
7B	74792085
7B	74844642
7B	74854773
7B	74905880
7B	74950592
7B	74951932
7B	74954335
7B	74982128
7B	74987656
7B	75027927
7B	75030906
7B	75527970
7B	75530027
7B	75531080
7B	75532700
7B	75535752
7B	75539272
7B	75543031
7B	75545523
7B	75734757
7B	75737060
7B	75741547
7B	75742529
7B	75784867
7B	75789068
7B	75954763
7B	75956515
7B	75958617
7B	75960669
7B	75962276
7B	75964239
7B	75988118
7B	76024573
7B	76058835
7B	76071166
7B	76091576
7B	76130571
7B	76145057
7B	76147824
7B	76151083
7B	76154799
7B	106434354
7B	106438019
7B	106438946
7B	106462359
7B	106466248
7B	106467804
7B	106594262
7B	106852021
7B	106852894
7B	106856639
7B	106858903
7B	106859967
7B	106862452
7B	106865989
7B	106900780
7B	106902359
7B	106903931
7B	107342819
7B	107344448
7B	107346902
7B	107348076
7B	138616508
7B	138784860
7B	141883457
7B	141887636
7B	141940065
7B	141944404
7B	141948956
7B	141952182
7B	154012394
7B	154037216
7B	168974397
7B	168978218
7B	168983358
7B	168987297
7B	169022927
7B	169181084
7B	169184761
7B	169886251
7B	169973883
7B	412577934
7B	412580184
7B	412582487
7B	412585128
7B	443854018
7B	505172440
7B	540741549
7B	540831738
7B	540835439
7B	540844359
7B	540847065
7B	540849635
7B	540865810
7B	540874929
7B	540877416
7B	540880044
7B	540915826
7B	540917597
7B	540919704
7B	540922879
7B	540945718
7B	541079743
7B	541371774
7B	541374307
7B	541735076
7B	541737534
7B	541753344
7B	541759150
7B	548725231
7B	554498336
7B	554502537
7B	554552003
7B	554570746
7B	554574926
7B	554580353
7B	554636539
7B	554638598
7B	554838845
7B	554843953
7B	554867233
7B	554889059
7B	554901697
7B	554924937
7B	554956212
7B	579193365
7B	580256812
7B	580346809
7B	580358650
7B	580361784
7B	580388328
7B	580595962
7B	580636853
7B	580661007
7B	580700357
7B	581396144
7B	581441551
7B	581444980
7B	581458534
7B	581460715
7B	581487080
7B	581509690
7B	581518151
7B	581623486
7B	581633558
7B	581681416
7B	581750586
7B	581761006
7B	584088884
7B	586565592
7B	586567665
7B	586569686
7B	586589464
7B	586593964
7B	586595809
7B	586597616
7B	586607310
7B	586618154
7B	586622954
7B	586624482
7B	586645991
7B	586651169
7B	586653391
7B	586663947
7B	586670837
7B	586673954
7B	586831663
7B	586833574
7B	586858016
7B	586859816
7B	586866501
7B	586906132
7B	586926560
7B	586930585
7B	586970900
7B	586975208
7B	587102168
7B	587106650
7B	587110360
7B	587114615
7B	587129511
7B	587651421
7B	590389703
7B	603796019
7B	603958046
7B	604090698
7B	611449257
7B	611467840
7B	611473542
7B	611628161
7B	612133421
7B	612157858
7B	612345709
7B	612348141
7B	612371763
7B	612377423
7B	612421586
7B	612423694
7B	612458188
7B	612531754
7B	612552894
7B	612570034
7B	612575756
7B	612603287
7B	612617214
7B	612629401
7B	612733122
7B	612736675
7B	612755276
7B	612764348
7B	612918366
7B	612926509
7B	612930141
7B	612933071
7B	612935810
7B	612941340
7B	612988375
7B	613041302
7B	613075860
7B	613085040
7B	613119335
7B	613153868
7B	613234983
7B	613307662
7B	613373814
7B	613415843
7B	613422679
7B	613487979
7B	613493831
7B	613545235
7B	613549819
7B	613553073
7B	613577149
7B	613579519
7B	613597167
7B	613602636
7B	613605943
7B	613650072
7B	613667401
7B	613733673
7B	613756282
7B	613760746
7B	613767644
7B	613770782
7B	613801422
7B	613803250
7B	613804964
7B	613806614
7B	613828511
7B	613830811
7B	613881095
7B	614002965
7B	614039952
7B	614090409
7B	614107632
7B	614113102
7B	614120415
7B	614356531
7B	614359751
7B	614408059
7B	614426746
7B	614431517
7B	614709592
7B	614768516
7B	614771319
7B	614775076
7B	614888576
7B	614895238
7B	614915252
7B	614924652
7B	615208778
7B	615236266
7B	615244778
7B	615283019
7B	615355708
7B	615357490
7B	615399358
7B	615415767
7B	615447278
7B	615460124
7B	615639152
7B	615701809
7B	615703309
7B	615709398
7B	615761202
7B	615772436
7B	615971962
7B	615977767
7B	615989369
7B	615991658
7B	615996772
7B	616039042
7B	616072605
7B	616184790
7B	616317014
7B	616353085
7B	616355468
7B	616393015
7B	616406343
7B	616444045
7B	616461261
7B	616526632
7B	616545661
7B	616582960
7B	616637672
7B	616684000
7B	616759940
7B	616790951
7B	616905376
7B	616906870
7B	616909517
7B	616936421
7B	616946529
7B	616947940
7B	616955634
7B	616974394
7B	617198696
7B	617248513
7B	617258613
7B	617262587
7B	617272183
7B	617276167
7B	617621987
7B	617626046
7B	617632659
7B	617635479
7B	617716655
7B	617722972
7B	617732114
7B	617745407
7B	617782200
7B	618257592
7B	618259924
7B	618359805
7B	618362314
7B	618412244
7B	618437400
7B	618455599
7B	618475761
7B	618483438
7B	618501370
7B	618505119
7B	618530284
7B	618537827
7B	618556179
7B	618559761
7B	618652334
7B	618701111
7B	618702676
7B	618724679
7B	618727653
7B	618744233
7B	619820375
7B	619823980
7B	619888740
7B	619894512
7B	619895539
7B	619915819
7B	620206690
7B	636069299
7B	636129669
7B	636142176
7B	636143601
7B	636177732
7B	636205153
7B	636345968
7B	636560700
7B	636589077
7B	636596189
7B	639490145
7B	664612628
7B	665018829
7B	679880957
7B	679903732
7B	679909130
7B	679967418
7B	679987923
7B	679999401
7B	680014866
7B	680016917
7B	680020782
7B	680230842
7B	681107157
7B	681108625
7B	681111545
7B	681124052
7B	681165597
7B	681186344
7B	681200596
7B	681217320
7B	681219133
7B	681253279
7B	681272154
7B	681294906
7B	681308787
7B	681323365
7B	681325508
7B	681359635
7B	681424737
7B	681485592
7B	681491746
7B	681648625
7B	681651277
7B	681666357
7B	681700988
7B	681705662
7B	681710308
7B	681717367
7B	681727151
7B	681802249
7B	681806047
7B	681830788
7B	681834166
7B	681838417
7B	681861620
7B	681862493
7B	681864779
7B	681900198
7B	681917048
7B	681918119
7B	681965920
7B	681967705
7B	682041321
7B	682043067
7B	682064500
7B	682067502
7B	689827634
7B	689853941
7B	689856799
7B	689879736
7B	689884386
7B	689890294
7B	689895025
7B	689912254
7B	689917977
7B	689920041
7B	689976997
7B	690000117
7B	690009429
7B	717913869
Un	42152488
Un	42184085
Un	42197279
Un	42203897
Un	42210596
Un	42224538
Un	42291765
Un	78229166
Un	83021604
Un	83028721
Un	83037101
Un	83111682
Un	84513675
Un	84523572
Un	84531372
Un	84535682
Un	84544190
Un	84546691
Un	84548977
Un	84567426
Un	84571601
Un	84580153
Un	84582742
Un	84585169
Un	84603381
Un	84607781
Un	84616290
Un	84618445
Un	84621205
Un	84633684
Un	84636172
Un	84638865
Un	84648875
Un	84656955
Un	85680155
Un	85705338
Un	85773572
Un	85778913
Un	105247220
Un	105254180
Un	105288309
Un	105474541
Un	105548307
Un	105557224
Un	141499055
Un	142450629
Un	142453111
Un	151160836
Un	152946062
Un	153738735
Un	156639213
Un	156679412
Un	156815074
Un	158457484
Un	158459985
Un	158482875
Un	158757714
Un	158761947
Un	158765225
Un	162702253
Un	163315805
Un	163322511
Un	163335535
Un	163549726
Un	163644494
Un	169370308
Un	169372695
Un	170531764
Un	170538264
Un	172643551
Un	172684348
Un	172686418
Un	172694658
Un	176425158
Un	181185165
Un	181454742
Un	183471058
Un	183755658
Un	185225370
Un	185243131
Un	186572994
Un	186589675
Un	187400738
Un	188921855
Un	190326088
Un	190336733
Un	191003801
Un	191008404
Un	191126970
Un	191134677
Un	192642091
Un	193297355
Un	193306862
Un	193313372
Un	195043314
Un	195046911
Un	196134358
Un	196147049
Un	199926660
Un	199936532
Un	199944538
Un	200497194
Un	200595172
Un	203944698
Un	206491815
Un	206495149
1A	27153752
1A	28724629
1A	28756076
1A	28884490
1A	385192725
1A	442392698
1A	517156146
1A	517429070
1A	519142735
1A	519271291
1A	519285154
1A	519293638
1A	519341780
1A	519400560
1B	26099298
1B	42539536
1B	46671420
1B	566804778
1B	579535251
1B	582951197
1B	583135984
1B	611995422
2A	7791070
2A	27671589
2A	27689937
2A	27736458
2A	27851035
2A	27909769
2A	28080478
2A	28087476
2A	480851222
2A	697217347
3A	29495728
3A	29613834
3A	29632838
3A	33609117
3A	652715328
3A	689568710
3A	700621398
3A	703977520
3A	705629889
3A	709160439
3A	715732925
3A	715750680
3A	715762365
3A	716105715
3B	46865154
3B	108826613
3B	271198739
3B	544950543
3B	777181470
3B	777890109
3B	780137277
3B	784042714
3B	784169778
3B	784893133
3B	787035605
3B	787821990
3B	789275028
3B	790494790
3B	800646524
3B	800673651
4A	604336505
4A	637401437
4A	661049337
4A	667650485
4A	686284199
4A	689541015
4A	689715557
4A	691419739
4A	692051162
4A	696956689
4A	698426819
4A	707638561
4A	736054465
4A	738527079
4A	738556591
4A	740279057
4A	740385831
4A	740776285
4A	741751495
4A	742902448
4B	3077646
4B	3344537
4B	3407668
4B	3471539
4B	3565992
4B	3571159
4B	4348049
4B	6047467
5A	13882715
5A	13895543
5A	13908688
5A	19191724
5A	39137139
5A	557857283
5A	576079853
5A	576228884
5A	578610150
5A	609934405
5A	614956428
5A	616124702
5B	20743778
5B	21361094
5B	22565524
5B	100444145
5B	548617737
5B	555038197
5B	569496447
5B	569508805
5B	570509890
5B	570547376
5B	570709712
5B	616932314
5B	620176421
5B	620311288
5B	634405200
5B	658261561
5B	672972227
5B	689700822
6A	7057695
6A	11355285
6A	11625932
6A	22899621
6A	23236478
6A	27074629
6A	98682449
6A	98732832
6A	102017410
6B	13645420
6B	33427899
6B	33677660
6B	34293081
6B	47396681
6B	47449460
6B	49021118
6B	49210197
6B	85022053
6B	133245350
6B	162433251
6B	162623972
6B	653716097
6B	654616409
7A	13501555
7A	18507967
7A	18990618
7A	21174095
7A	42677620
7A	53296849
7A	53789007
7A	58876403
7A	60590298
7A	116357799
7A	117587741
7A	118065859
7A	118430742
7A	593989650
7A	657123662
7A	657184326
7A	657212066
7A	657223864
7A	659647797
7B	64466988
7B	67301643
7B	75538203
7B	554545206
7B	580690027
7B	586578601
7B	613628646
7B	616552543
7B	618398844
7B	618508147
7B	618561347
Un	85756255
Un	158477499
Un	195037879
1A	59539063
1A	508565356
1A	518891436
1B	25391656
1B	41147750
1B	42340149
1B	42406236
1B	43353718
1B	52076002
1B	414629098
1B	414696305
1B	454114781
1B	547089113
1B	566768685
1B	567055976
1B	582953301
1B	607588390
2A	24435146
2A	27436749
2A	29136909
2A	157293530
2A	165371983
2A	609039377
2A	702515773
2A	702569843
2A	734833336
2B	37022760
2B	44863700
2B	60321502
2B	220886159
2B	220932760
2B	221105811
2B	267558957
2B	441409124
2B	546739443
2B	643804190
3A	5576466
3A	5899884
3A	6021890
3A	6049119
3A	27558535
3A	109217297
3A	230432495
3A	640689473
3A	644998186
3A	645070355
3A	709879858
3B	23653526
3B	40558728
3B	51784892
3B	52899149
3B	166862737
3B	223813831
3B	682219390
3B	779196836
3B	785798096
3B	786458380
3B	786480960
3B	786894410
3B	790477146
3B	801157307
4A	657041750
4A	658132704
4A	658138942
4A	667714131
4A	686326841
4A	690591319
4A	694136745
4A	696346408
4A	696651985
4A	697136749
4A	699279247
4A	708428905
4A	729470935
4A	729497500
4A	736541515
4A	737559613
4A	738294777
4A	740046784
4A	744171918
4B	8114730
5A	13901307
5A	14009803
5A	38954153
5A	388716615
5A	563223411
5A	575612573
5A	610179533
5A	614163983
5A	614475328
5A	615041405
5A	616384100
5B	22388512
5B	365771929
5B	548807571
5B	560516675
5B	568150687
5B	568682688
5B	569361209
5B	582465640
5B	612421874
5B	620449781
5B	620560973
5B	625898532
5B	655385781
5B	706617249
5B	706762812
5B	706798621
6A	102574732
6A	102624730
6A	390186172
6A	596632256
6A	622791091
6B	33191202
6B	33598781
6B	36972887
6B	37237625
6B	38445918
6B	49062005
6B	108252010
6B	162311987
6B	162318567
6B	432235429
7A	14061351
7A	40363710
7A	59182020
7A	68660888
7A	81271647
7A	81501402
7A	81888263
7A	112394374
7A	117166807
7A	118447589
7A	118544625
7A	121676056
7A	123217043
7A	231275444
7A	628570157
7A	658194572
7A	661223341
7A	661448295
7B	67461151
7B	203869406
7B	554898720
7B	612299994
7B	612315949
7B	614712391
7B	616598991
7B	618405033
